val,type,col1
777447: Jimramovské Pavlovice,KU,Jimramovské Pavlovice [Žďár nad Sázavou] (kód kú: 777447)
660272: Jinačovice,KU,Jinačovice [Brno-venkov] (kód kú: 660272)
660281: Jince,KU,Jince [Příbram] (kód kú: 660281)
930270: Jince v Brdech,KU,Jince v Brdech [Příbram] (kód kú: 930270)
660299: Jindice,KU,Jindice [Kutná Hora] (kód kú: 660299)
688240: Jindřichov nad Nisou,KU,Jindřichov nad Nisou [Jablonec nad Nisou] (kód kú: 688240)
660345: Jindřichov u Hranic,KU,Jindřichov u Hranic [Přerov] (kód kú: 660345)
768898: Jindřichov u Tršnic,KU,Jindřichov u Tršnic [Cheb] (kód kú: 768898)
660311: Jindřichov u Velké Bíteše,KU,Jindřichov u Velké Bíteše [Žďár nad Sázavou] (kód kú: 660311)
660337: Jindřichov ve Slezsku,KU,Jindřichov ve Slezsku [Bruntál] (kód kú: 660337)
619841: Jindřichova Hora,KU,Jindřichova Hora [Domažlice] (kód kú: 619841)
660493: Jindřichovice na Moravě,KU,Jindřichovice na Moravě [Jihlava] (kód kú: 660493)
660515: Jindřichovice pod Smrkem,KU,Jindřichovice pod Smrkem [Liberec] (kód kú: 660515)
605221: Jindřichovice u Blatenky,KU,Jindřichovice u Blatenky [Strakonice] (kód kú: 605221)
691046: Jindřichovice u Malonic,KU,Jindřichovice u Malonic [Klatovy] (kód kú: 691046)
660434: Jindřichovice v Krušných horách,KU,Jindřichovice v Krušných horách [Sokolov] (kód kú: 660434)
2211: PP Jindřichovský mokřad,MZCHU,Jindřichovský mokřad [PP] (kód ÚSOP: 2211)
660523: Jindřichův Hradec,KU,Jindřichův Hradec [Jindřichův Hradec] (kód kú: 660523)
740331: Jindřiš,KU,Jindřiš [Jindřichův Hradec] (kód kú: 740331)
660833: Jindřišská,KU,Jindřišská [Chomutov] (kód kú: 660833)
660710: Jinín,KU,Jinín [Strakonice] (kód kú: 660710)
620998: Jíno,KU,Jíno [Klatovy] (kód kú: 620998)
660744: Jinočany,KU,Jinočany [Praha-západ] (kód kú: 660744)
724564: Jinolice,KU,Jinolice [Jičín] (kód kú: 724564)
728730: Jinonice,KU,Jinonice [Hlavní město Praha] (kód kú: 728730)
616818: Jinošice,KU,Jinošice [Benešov] (kód kú: 616818)
660752: Jinošov,KU,Jinošov [Třebíč] (kód kú: 660752)
725277: Jiratice,KU,Jiratice [Třebíč] (kód kú: 725277)
660761: Jirkov,KU,Jirkov [Chomutov] (kód kú: 660761)
660906: Jirkov u Železného Brodu,KU,Jirkov u Železného Brodu [Jablonec nad Nisou] (kód kú: 660906)
660922: Jirny,KU,Jirny [Praha-východ] (kód kú: 660922)
616826: Jírovice,KU,Jírovice [Benešov] (kód kú: 616826)
660973: Jiřetice u Čepřovic,KU,Jiřetice u Čepřovic [Strakonice] (kód kú: 660973)
660965: Jiřetice u Neustupova,KU,Jiřetice u Neustupova [Benešov] (kód kú: 660965)
751308: Jiřetín pod Bukovou,KU,Jiřetín pod Bukovou [Jablonec nad Nisou] (kód kú: 751308)
661007: Jiřetín pod Jedlovou,KU,Jiřetín pod Jedlovou [Děčín] (kód kú: 661007)
602078: Jiřice,KU,Jiřice [Nymburk] (kód kú: 602078)
661040: Jiřice u Humpolce,KU,Jiřice u Humpolce [Pelhřimov] (kód kú: 661040)
661031: Jiřice u Kostelce nad Labem,KU,Jiřice u Kostelce nad Labem [Mělník] (kód kú: 661031)
661058: Jiřice u Miroslavi,KU,Jiřice u Miroslavi [Znojmo] (kód kú: 661058)
645753: Jiřice u Moravských Budějovic,KU,Jiřice u Moravských Budějovic [Znojmo] (kód kú: 645753)
675644: Jiřičky,KU,Jiřičky [Pelhřimov] (kód kú: 675644)
719994: Jiřičná,KU,Jiřičná [Klatovy] (kód kú: 719994)
661074: Jiříkov,KU,Jiříkov [Děčín] (kód kú: 661074)
662372: Jiříkov u Kamene,KU,Jiříkov u Kamene [Havlíčkův Brod] (kód kú: 662372)
661082: Jiříkov u Rýmařova,KU,Jiříkov u Rýmařova [Bruntál] (kód kú: 661082)
661091: Jiříkovice,KU,Jiříkovice [Brno-venkov] (kód kú: 661091)
661104: Jiříkovice u Nového Města na Moravě,KU,Jiříkovice u Nového Města na Moravě [Žďár nad Sázavou] (kód kú: 661104)
661112: Jiřín,KU,Jiřín [Jihlava] (kód kú: 661112)
150: PP Jiřina,MZCHU,Jiřina [PP] (kód ÚSOP: 150)
661171: Jistebnice,KU,Jistebnice [Tábor] (kód kú: 661171)
661236: Jistebník,KU,Jistebník [Nový Jičín] (kód kú: 661236)
719111: Jistebsko,KU,Jistebsko [Jablonec nad Nisou] (kód kú: 719111)
653373: Jištěrpy,KU,Jištěrpy [Litoměřice] (kód kú: 653373)
717061: Jitkov,KU,Jitkov [Havlíčkův Brod] (kód kú: 717061)
744689: Jítrava,KU,Jítrava [Liberec] (kód kú: 744689)
661252: Jivany,KU,Jivany [Jičín] (kód kú: 661252)
661287: Jivina,KU,Jivina [Mladá Boleslav] (kód kú: 661287)
661261: Jivina u Hořovic,KU,Jivina u Hořovic [Beroun] (kód kú: 661261)
779644: Jivjany,KU,Jivjany [Domažlice] (kód kú: 779644)
661376: Jívka,KU,Jívka [Trutnov] (kód kú: 661376)
743461: Jivno,KU,Jivno [České Budějovice] (kód kú: 743461)
930636: Jívová I,KU,Jívová I [Olomouc] (kód kú: 930636)
661406: Jívová,KU,Jívová [Olomouc] (kód kú: 661406)
661414: Jívoví,KU,Jívoví [Žďár nad Sázavou] (kód kú: 661414)
661449: Jizbice u Náchoda,KU,Jizbice u Náchoda [Náchod] (kód kú: 661449)
661422: Jizbice u Nymburka,KU,Jizbice u Nymburka [Nymburk] (kód kú: 661422)
669768: Jizerka,KU,Jizerka [Jablonec nad Nisou] (kód kú: 669768)
661457: Jizerní Vtelno,KU,Jizerní Vtelno [Mladá Boleslav] (kód kú: 661457)
52: CHKO Jizerské hory,VZCHU,Jizerské hory [CHKO] (kód ÚSOP: 52)
CZ0511008: Jizerské hory,PO,Jizerské hory (sitecode: CZ0511008)
CZ0510412: Jizerské smrčiny,EVL,Jizerské smrčiny (sitecode: CZ0510412)
2058: NPR Jizerskohorské bučiny,MZCHU,Jizerskohorské bučiny [NPR] (kód ÚSOP: 2058)
CZ0510400: Jizerskohorské bučiny,EVL,Jizerskohorské bučiny (sitecode: CZ0510400)
661481: Jižná,KU,Jižná [Jindřichův Hradec] (kód kú: 661481)
CZ0624236: Jižní svahy Hádů,EVL,Jižní svahy Hádů (sitecode: CZ0624236)
CZ0523676: Josefov - pevnost,EVL,Josefov - pevnost (sitecode: CZ0523676)
727008: Josefov,KU,Josefov [Hlavní město Praha] (kód kú: 727008)
661490: Josefov u Hodonína,KU,Josefov u Hodonína [Hodonín] (kód kú: 661490)
657425: Josefov u Jaroměře,KU,Josefov u Jaroměře [Náchod] (kód kú: 657425)
742881: Josefov u Rožné,KU,Josefov u Rožné [Žďár nad Sázavou] (kód kú: 742881)
661538: Josefův Důl u Jablonce nad Nisou,KU,Josefův Důl u Jablonce nad Nisou [Jablonec nad Nisou] (kód kú: 661538)
661503: Josefův Důl u Mladé Boleslavi,KU,Josefův Důl u Mladé Boleslavi [Mladá Boleslav] (kód kú: 661503)
849: PR Jouglovka,MZCHU,Jouglovka [PR] (kód ÚSOP: 849)
1460: PP Junácká louka,MZCHU,Junácká louka [PP] (kód ÚSOP: 1460)
610542: Jundrov,KU,Jundrov [Brno-město] (kód kú: 610542)
CZ0213601: Jungmannova škola v Berouně,EVL,Jungmannova škola v Berouně (sitecode: CZ0213601)
661554: Juřinka,KU,Juřinka [Vsetín] (kód kú: 661554)
845: PR Kabečnice,MZCHU,Kabečnice [PR] (kód ÚSOP: 845)
771783: Kacákova Lhota,KU,Kacákova Lhota [Jičín] (kód kú: 771783)
661571: Kacanovy,KU,Kacanovy [Semily] (kód kú: 661571)
661589: Kaceřov,KU,Kaceřov [Plzeň-sever] (kód kú: 661589)
661601: Kaceřov u Kynšperka nad Ohří,KU,Kaceřov u Kynšperka nad Ohří [Sokolov] (kód kú: 661601)
661619: Káciň,KU,Káciň [Příbram] (kód kú: 661619)
661635: Kácov,KU,Kácov [Kutná Hora] (kód kú: 661635)
2501: PP Kačenčina zahrádka,MZCHU,Kačenčina zahrádka [PP] (kód ÚSOP: 2501)
1586: PR Kačení louka,MZCHU,Kačení louka [PR] (kód ÚSOP: 1586)
702927: Kačerov,KU,Kačerov [Benešov] (kód kú: 702927)
5690: PP Kačerov,MZCHU,Kačerov [PP] (kód ÚSOP: 5690)
859: PR Kačerov,MZCHU,Kačerov [PR] (kód ÚSOP: 859)
CZ0523275: Kačerov,EVL,Kačerov (sitecode: CZ0523275)
792616: Kačerov u Zdobnice,KU,Kačerov u Zdobnice [Rychnov nad Kněžnou] (kód kú: 792616)
661678: Kačice,KU,Kačice [Kladno] (kód kú: 661678)
5939: PP Kačina,MZCHU,Kačina [PP] (kód ÚSOP: 5939)
CZ0213792: Kačina,EVL,Kačina (sitecode: CZ0213792)
1872: PP Kačiny,MZCHU,Kačiny [PP] (kód ÚSOP: 1872)
645605: Kačlehy,KU,Kačlehy [Jindřichův Hradec] (kód kú: 645605)
661686: Kadaň,KU,Kadaň [Chomutov] (kód kú: 661686)
782424: Kadaňský Rohozec,KU,Kadaňský Rohozec [Chomutov] (kód kú: 782424)
672025: Kadeřín,KU,Kadeřín [Olomouc] (kód kú: 672025)
742325: Kadešice,KU,Kadešice [Klatovy] (kód kú: 742325)
756148: Kadlín,KU,Kadlín [Mělník] (kód kú: 756148)
750336: Kadolec u Slavonic,KU,Kadolec u Slavonic [Jindřichův Hradec] (kód kú: 750336)
661911: Kadolec,KU,Kadolec [Žďár nad Sázavou] (kód kú: 661911)
661929: Kadov u Blatné,KU,Kadov u Blatné [Strakonice] (kód kú: 661929)
661970: Kadov u Sněžného,KU,Kadov u Sněžného [Žďár nad Sázavou] (kód kú: 661970)
661961: Kadov,KU,Kadov [Znojmo] (kód kú: 661961)
969: PP Kadovský viklan,MZCHU,Kadovský viklan [PP] (kód ÚSOP: 969)
732737: Kahov,KU,Kahov [Prachatice] (kód kú: 732737)
653608: Kajetín,KU,Kajetín [Tábor] (kód kú: 653608)
646822: Kajlovec,KU,Kajlovec [Opava] (kód kú: 646822)
5699: PP Kakejcov,MZCHU,Kakejcov [PP] (kód ÚSOP: 5699)
693502: Kakejcov,KU,Kakejcov [Rokycany] (kód kú: 693502)
CZ0323149: Kakejcov,EVL,Kakejcov (sitecode: CZ0323149)
696170: Kakovice,KU,Kakovice [Písek] (kód kú: 696170)
734454: Kakovice u Volyně,KU,Kakovice u Volyně [Strakonice] (kód kú: 734454)
662101: Kal,KU,Kal [Jičín] (kód kú: 662101)
665983: Kal u Klatov,KU,Kal u Klatov [Klatovy] (kód kú: 665983)
2056: PP Kalábová,MZCHU,Kalábová [PP] (kód ÚSOP: 2056)
5863: PP Kalábová 2,MZCHU,Kalábová 2 [PP] (kód ÚSOP: 5863)
1282: PP Kalamandra,MZCHU,Kalamandra [PP] (kód ÚSOP: 1282)
796859: Kalec,KU,Kalec [Plzeň-sever] (kód kú: 796859)
662119: Kalek,KU,Kalek [Chomutov] (kód kú: 662119)
2318: NPP Kalendář věků,MZCHU,Kalendář věků [NPP] (kód ÚSOP: 2318)
662151: Kalenice,KU,Kalenice [Strakonice] (kód kú: 662151)
738239: Kaletice,KU,Kaletice [Strakonice] (kód kú: 738239)
662160: Kalhov,KU,Kalhov [Jihlava] (kód kú: 662160)
662241: Kaliště,KU,Kaliště [Pelhřimov] (kód kú: 662241)
1400: PP Kaliště,MZCHU,Kaliště [PP] (kód ÚSOP: 1400)
CZ0210732: Kaliště,EVL,Kaliště (sitecode: CZ0210732)
621005: Kaliště u Červeného Poříčí,KU,Kaliště u Červeného Poříčí [Klatovy] (kód kú: 621005)
662208: Kaliště u Českých Budějovic,KU,Kaliště u Českých Budějovic [České Budějovice] (kód kú: 662208)
662267: Kaliště u Horních Dubenek,KU,Kaliště u Horních Dubenek [Jihlava] (kód kú: 662267)
684007: Kaliště u Lipí,KU,Kaliště u Lipí [České Budějovice] (kód kú: 684007)
662178: Kaliště u Ondřejova,KU,Kaliště u Ondřejova [Praha-východ] (kód kú: 662178)
746363: Kaliště u Sebranic,KU,Kaliště u Sebranic [Svitavy] (kód kú: 746363)
6115: PP Kališťské louky a mokřady,MZCHU,Kališťské louky a mokřady [PP] (kód ÚSOP: 6115)
CZ0210105: Kalivodské bučiny,EVL,Kalivodské bučiny (sitecode: CZ0210105)
5864: PP Kalivody,MZCHU,Kalivody [PP] (kód ÚSOP: 5864)
662275: Kalivody,KU,Kalivody [Rakovník] (kód kú: 662275)
CZ0213028: Kalivody,EVL,Kalivody (sitecode: CZ0213028)
696790: Kalná Voda,KU,Kalná Voda [Trutnov] (kód kú: 696790)
662283: Kalovice,KU,Kalovice [Litoměřice] (kód kú: 662283)
2002: PP Kalské údolí,MZCHU,Kalské údolí [PP] (kód ÚSOP: 2002)
1019: PP Kalspot,MZCHU,Kalspot [PP] (kód ÚSOP: 1019)
CZ0213029: Kalspot,EVL,Kalspot (sitecode: CZ0213029)
662313: Kalubice,KU,Kalubice [Rakovník] (kód kú: 662313)
153: NPR Kaluža,MZCHU,Kaluža [NPR] (kód ÚSOP: 153)
1641: PR Kalvárie,MZCHU,Kalvárie [PR] (kód ÚSOP: 1641)
753: PP Kalvarie v Motole,MZCHU,Kalvarie v Motole [PP] (kód ÚSOP: 753)
662321: Kaly,KU,Kaly [Brno-venkov] (kód kú: 662321)
154: PP Kamajka,MZCHU,Kamajka [PP] (kód ÚSOP: 154)
793124: Kamberk,KU,Kamberk [Benešov] (kód kú: 793124)
688509: Kámen,KU,Kámen [Děčín] (kód kú: 688509)
662381: Kámen u Habrů,KU,Kámen u Habrů [Havlíčkův Brod] (kód kú: 662381)
670383: Kámen u Kraslic,KU,Kámen u Kraslic [Sokolov] (kód kú: 670383)
675831: Kámen u Křenic,KU,Kámen u Křenic [Klatovy] (kód kú: 675831)
662348: Kámen u Pacova,KU,Kámen u Pacova [Pelhřimov] (kód kú: 662348)
2162: PP Kamenárka,MZCHU,Kamenárka [PP] (kód ÚSOP: 2162)
640794: Kamenec,KU,Kamenec [Opava] (kód kú: 640794)
155: PP Kamenec,MZCHU,Kamenec [PP] (kód ÚSOP: 155)
1569: PP Kamenec,MZCHU,Kamenec [PP] (kód ÚSOP: 1569)
5700: PP Kamenec,MZCHU,Kamenec [PP] (kód ÚSOP: 5700)
CZ0323150: Kamenec,EVL,Kamenec (sitecode: CZ0323150)
662411: Kamenec u Poličky,KU,Kamenec u Poličky [Svitavy] (kód kú: 662411)
662402: Kamenec u Radnic,KU,Kamenec u Radnic [Rokycany] (kód kú: 662402)
719161: Kamení,KU,Kamení [Liberec] (kód kú: 719161)
662577: Kamenice nad Lipou,KU,Kamenice nad Lipou [Pelhřimov] (kód kú: 662577)
614629: Kamenice u Březové,KU,Kamenice u Březové [Sokolov] (kód kú: 614629)
627224: Kamenice u Dobrého,KU,Kamenice u Dobrého [Rychnov nad Kněžnou] (kód kú: 627224)
662542: Kamenice u Herálce,KU,Kamenice u Herálce [Havlíčkův Brod] (kód kú: 662542)
2207: PP Kamenice u Hlohovce,MZCHU,Kamenice u Hlohovce [PP] (kód ÚSOP: 2207)
662551: Kamenice u Jihlavy,KU,Kamenice u Jihlavy [Jihlava] (kód kú: 662551)
668991: Kamenice u Konecchlumí,KU,Kamenice u Konecchlumí [Jičín] (kód kú: 668991)
702242: Kamenice u Nedrahovic,KU,Kamenice u Nedrahovic [Příbram] (kód kú: 702242)
662534: Kamenice u Zákup,KU,Kamenice u Zákup [Česká Lípa] (kód kú: 662534)
780600: Kamenická Nová Víska,KU,Kamenická Nová Víska [Děčín] (kód kú: 780600)
743771: Kamenická Stráň,KU,Kamenická Stráň [Děčín] (kód kú: 743771)
6022: PP Kamenický rybník,MZCHU,Kamenický rybník [PP] (kód ÚSOP: 6022)
CZ0614132: Kamenický rybník,EVL,Kamenický rybník (sitecode: CZ0614132)
662640: Kamenický Šenov,KU,Kamenický Šenov [Česká Lípa] (kód kú: 662640)
662658: Kamenička,KU,Kamenička [Jihlava] (kód kú: 662658)
604020: Kamenička u Bílé Vody,KU,Kamenička u Bílé Vody [Jeseník] (kód kú: 604020)
662666: Kameničky,KU,Kameničky [Chrudim] (kód kú: 662666)
662674: Kameničná,KU,Kameničná [Ústí nad Orlicí] (kód kú: 662674)
5871: PP Kameník,MZCHU,Kameník [PP] (kód ÚSOP: 5871)
5823: PP Kameníky,MZCHU,Kameníky [PP] (kód ÚSOP: 5823)
CZ0620006: Kameníky,EVL,Kameníky (sitecode: CZ0620006)
662682: Kamenka,KU,Kamenka [Nový Jičín] (kód kú: 662682)
701998: Kamenná Hora,KU,Kamenná Hora [Plzeň-sever] (kód kú: 701998)
5857: PP Kamenná hora u Derflic,MZCHU,Kamenná hora u Derflic [PP] (kód ÚSOP: 5857)
CZ0620007: Kamenná hora u Derflic,EVL,Kamenná hora u Derflic (sitecode: CZ0620007)
157: PR Kamenná hůra,MZCHU,Kamenná hůra [PR] (kód ÚSOP: 157)
1655: PR Kamenná hůra,MZCHU,Kamenná hůra [PR] (kód ÚSOP: 1655)
662810: Kamenná Lhota,KU,Kamenná Lhota [Havlíčkův Brod] (kód kú: 662810)
607681: Kamenná Lhota u Borotína,KU,Kamenná Lhota u Borotína [Tábor] (kód kú: 607681)
758710: Kamenná Lhota u Čestína,KU,Kamenná Lhota u Čestína [Kutná Hora] (kód kú: 758710)
662763: Kamenná nad Oslavou,KU,Kamenná nad Oslavou [Třebíč] (kód kú: 662763)
1337: PP Kamenná,MZCHU,Kamenná [PP] (kód ÚSOP: 1337)
CZ0520008: Kamenná,EVL,Kamenná (sitecode: CZ0520008)
158: NPP Kamenná slunce,MZCHU,Kamenná slunce [NPP] (kód ÚSOP: 158)
662780: Kamenná,KU,Kamenná [Šumperk] (kód kú: 662780)
1646: PR Kamenná trouba,MZCHU,Kamenná trouba [PR] (kód ÚSOP: 1646)
606278: Kamenná u Bohostic,KU,Kamenná u Bohostic [Příbram] (kód kú: 606278)
662747: Kamenná u Jihlavy,KU,Kamenná u Jihlavy [Jihlava] (kód kú: 662747)
662691: Kamenná u Příbramě,KU,Kamenná u Příbramě [Příbram] (kód kú: 662691)
662712: Kamenná u Trhových Svinů,KU,Kamenná u Trhových Svinů [České Budějovice] (kód kú: 662712)
796808: Kamenná Voda,KU,Kamenná Voda [Most] (kód kú: 796808)
692531: Kamenné,KU,Kamenné [Chomutov] (kód kú: 692531)
604: PP Kamenné proudy u Domašova,MZCHU,Kamenné proudy u Domašova [PP] (kód ÚSOP: 604)
662828: Kamenné Zboží,KU,Kamenné Zboží [Nymburk] (kód kú: 662828)
662844: Kamenné Žehrovice,KU,Kamenné Žehrovice [Kladno] (kód kú: 662844)
678619: Kamenný Dvůr,KU,Kamenný Dvůr [Sokolov] (kód kú: 678619)
672: PP Kamenný hřib,MZCHU,Kamenný hřib [PP] (kód ÚSOP: 672)
662852: Kamenný Malíkov,KU,Kamenný Malíkov [Jindřichův Hradec] (kód kú: 662852)
704181: Kamenný Most,KU,Kamenný Most [Kladno] (kód kú: 704181)
662879: Kamenný Přívoz,KU,Kamenný Přívoz [Praha-západ] (kód kú: 662879)
159: PR Kamenný rybník,MZCHU,Kamenný rybník [PR] (kód ÚSOP: 159)
662925: Kamenný Újezd,KU,Kamenný Újezd [České Budějovice] (kód kú: 662925)
708470: Kamenný Újezd u Nýřan,KU,Kamenný Újezd u Nýřan [Plzeň-sever] (kód kú: 708470)
662968: Kamenný Újezd u Rokycan,KU,Kamenný Újezd u Rokycan [Rokycany] (kód kú: 662968)
1533: PP Kamenný vrch,MZCHU,Kamenný vrch [PP] (kód ÚSOP: 1533)
958: PP Kamenný vrch,MZCHU,Kamenný vrch [PP] (kód ÚSOP: 958)
699: PR Kamenný vrch,MZCHU,Kamenný vrch [PR] (kód ÚSOP: 699)
CZ0624067: Kamenný vrch,EVL,Kamenný vrch (sitecode: CZ0624067)
CZ0610515: Kamenný vrch u Heraltic,EVL,Kamenný vrch u Heraltic (sitecode: CZ0610515)
1353: PP Kamenný vrch u Křenova,MZCHU,Kamenný vrch u Křenova [PP] (kód ÚSOP: 1353)
160: PP Kamenný vrch u Kurdějova,MZCHU,Kamenný vrch u Kurdějova [PP] (kód ÚSOP: 160)
CZ0624115: Kamenný vrch u Kurdějova,EVL,Kamenný vrch u Kurdějova (sitecode: CZ0624115)
750689: Kamilov,KU,Kamilov [Nymburk] (kód kú: 750689)
728438: Kamýk,KU,Kamýk [Hlavní město Praha] (kód kú: 728438)
662984: Kamýk nad Vltavou,KU,Kamýk nad Vltavou [Příbram] (kód kú: 662984)
662976: Kamýk u Litoměřic,KU,Kamýk u Litoměřic [Litoměřice] (kód kú: 662976)
764574: Kamýk u Švihova,KU,Kamýk u Švihova [Klatovy] (kód kú: 764574)
779351: Kamýk u Velkých Přílep,KU,Kamýk u Velkých Přílep [Praha-západ] (kód kú: 779351)
1942: PR Kanada,MZCHU,Kanada [PR] (kód ÚSOP: 1942)
5688: PP Kanice - lesní rybník,MZCHU,Kanice - lesní rybník [PP] (kód ÚSOP: 5688)
CZ0523276: Kanice - lesní rybník,EVL,Kanice - lesní rybník (sitecode: CZ0523276)
663000: Kanice,KU,Kanice [Brno-venkov] (kód kú: 663000)
662992: Kanice u Domažlic,KU,Kanice u Domažlic [Domažlice] (kód kú: 662992)
720119: Kanice u Petrovic,KU,Kanice u Petrovic [Hradec Králové] (kód kú: 720119)
663018: Kaničky,KU,Kaničky [Domažlice] (kód kú: 663018)
711977: Kanín,KU,Kanín [Nymburk] (kód kú: 711977)
663026: Kanina,KU,Kanina [Mělník] (kód kú: 663026)
678015: Kaňk,KU,Kaňk [Kutná Hora] (kód kú: 678015)
161: NPP Kaňk,MZCHU,Kaňk [NPP] (kód ÚSOP: 161)
609013: Kaňkov,KU,Kaňkov [Most] (kód kú: 609013)
211: NPP Kaňkovy hory,MZCHU,Kaňkovy hory [NPP] (kód ÚSOP: 211)
5608: NPR Kaňon Labe,MZCHU,Kaňon Labe [NPR] (kód ÚSOP: 5608)
CZ0410413: Kaňon Ohře,EVL,Kaňon Ohře (sitecode: CZ0410413)
1356: PP Kaňon potoka Kolné,MZCHU,Kaňon potoka Kolné [PP] (kód ÚSOP: 1356)
CZ0324025: Kaňon Střely,EVL,Kaňon Střely (sitecode: CZ0324025)
6111: PP Kaňon Vltavy u Sedlce,MZCHU,Kaňon Vltavy u Sedlce [PP] (kód ÚSOP: 6111)
CZ0110154: Kaňon Vltavy u Sedlce,EVL,Kaňon Vltavy u Sedlce (sitecode: CZ0110154)
663051: Kaňovice,KU,Kaňovice [Frýdek-Místek] (kód kú: 663051)
663034: Kaňovice u Luhačovic,KU,Kaňovice u Luhačovic [Zlín] (kód kú: 663034)
784044: Kanovsko,KU,Kanovsko [Přerov] (kód kú: 784044)
765: PP Kaňúry,MZCHU,Kaňúry [PP] (kód ÚSOP: 765)
5908: PP Kaolinka,MZCHU,Kaolinka [PP] (kód ÚSOP: 5908)
CZ0623368: Kaolinka,EVL,Kaolinka (sitecode: CZ0623368)
CZ0620177: Kapánsko,EVL,Kapánsko (sitecode: CZ0620177)
663069: Kaplice,KU,Kaplice [Český Krumlov] (kód kú: 663069)
798916: Kapličky,KU,Kapličky [Český Krumlov] (kód kú: 798916)
649619: Kaproun,KU,Kaproun [Jindřichův Hradec] (kód kú: 649619)
1375: NPP Kaproun,MZCHU,Kaproun [NPP] (kód ÚSOP: 1375)
738581: Kapsova Lhota,KU,Kapsova Lhota [Strakonice] (kód kú: 738581)
663182: Káranice,KU,Káranice [Hradec Králové] (kód kú: 663182)
6029: PR Káraný - Hrbáčkovy tůně,MZCHU,Káraný - Hrbáčkovy tůně [PR] (kód ÚSOP: 6029)
CZ0214007: Káraný - Hrbáčkovy tůně,EVL,Káraný - Hrbáčkovy tůně (sitecode: CZ0214007)
708020: Káraný,KU,Káraný [Praha-východ] (kód kú: 708020)
794970: Karasín,KU,Karasín [Žďár nad Sázavou] (kód kú: 794970)
663204: Kardašova Řečice,KU,Kardašova Řečice [Jindřichův Hradec] (kód kú: 663204)
639699: Kardavec,KU,Kardavec [Příbram] (kód kú: 639699)
663247: Karle,KU,Karle [Svitavy] (kód kú: 663247)
548: PR Karlické údolí,MZCHU,Karlické údolí [PR] (kód ÚSOP: 548)
CZ0214002: Karlické údolí,EVL,Karlické údolí (sitecode: CZ0214002)
627828: Karlík,KU,Karlík [Praha-západ] (kód kú: 627828)
730955: Karlín,KU,Karlín [Hlavní město Praha] (kód kú: 730955)
